[["1:1","Ἀποκάλυψις","N- ----NSF-","ἀποκάλυψις"],
["18:4","λαός","N- ----VSM-","λαός"],
["18:4","μου,","RP ----GS--","ἐγώ"],
["18:4","ἐξ","P- --------","ἐκ"],
["18:4","αὐτῆς⸃,","RP ----GSF-","αὐτός"],
["18:4","ἵνα","C- --------","ἵνα"],
["18:4","μὴ","D- --------","μή"],
["18:4","συγκοινωνήσητε","V- 2AAS-P--","συγκοινωνέω"],
["18:4","ταῖς","RA ----DPF-","ὁ"],
["18:4","ἁμαρτίαις","N- ----DPF-","ἁμαρτία"],
["18:4","αὐτῆς,","RP ----GSF-","αὐτός"],
["18:4","καὶ","C- --------","καί"],
["18:4","ἐκ","P- --------","ἐκ"],
["18:4","τῶν","RA ----GPF-","ὁ"],
["18:4","πληγῶν","N- ----GPF-","πληγή"],
["18:4","αὐτῆς","RP ----GSF-","αὐτός"],
["18:4","ἵνα","C- --------","ἵνα"],
["18:4","μὴ","D- --------","μή"],
["18:4","λάβητε·","V- 2AAS-P--","λαμβάνω"],
["18:5","ὅτι","C- --------","ὅτι"],
["18:5","ἐκολλήθησαν","V- 3API-P--","κολλάομαι"],
["18:5","αὐτῆς","RP ----GSF-","αὐτός"],
["18:5","αἱ","RA ----NPF-","ὁ"],
["18:5","ἁμαρτίαι","N- ----NPF-","ἁμαρτία"],
["18:5","ἄχρι","P- --------","ἄχρι"],
["18:5","τοῦ","RA ----GSM-","ὁ"],
["18:5","οὐρανοῦ,","N- ----GSM-","οὐρανός"],
["18:5","καὶ","C- --------","καί"],
["18:5","ἐμνημόνευσεν","V- 3AAI-S--","μνημονεύω"],
["18:5","ὁ","RA ----NSM-","ὁ"],
["18:5","θεὸς","N- ----NSM-","θεός"],
["18:5","τὰ","RA ----APN-","ὁ"],
["18:5","ἀδικήματα","N- ----APN-","ἀδίκημα"],
["18:5","αὐτῆς.","RP ----GSF-","αὐτός"],
["18:6","ἀπόδοτε","V- 2AAD-P--","ἀποδίδωμι"],
["18:6","αὐτῇ","RP ----DSF-","αὐτός"],
["18:6","ὡς","C- --------","ὡς"],
["18:6","καὶ","D- --------","καί"],
["18:6","αὐτὴ","RP ----NSF-","αὐτός"],
["18:6","ἀπέδωκεν,","V- 3AAI-S--","ἀποδίδωμι"],
["18:6","καὶ","C- --------","καί"],
["18:6","⸀διπλώσατε","V- 2AAD-P--","διπλόω"],
["18:6","⸀τὰ","RA ----APN-","ὁ"],
["18:6","διπλᾶ","A- ----APN-","διπλοῦς"],
["18:6","κατὰ","P- --------","κατά"],
["18:6","τὰ","RA ----APN-","ὁ"],
["18:6","ἔργα","N- ----APN-","ἔργον"],
["18:6","αὐτῆς·","RP ----GSF-","αὐτός"],
["18:6","ἐν","P- --------","ἐν"],
["18:6","τῷ","RA ----DSN-","ὁ"],
["18:6","ποτηρίῳ","N- ----DSN-","ποτήριον"],
["18:6","ᾧ","RR ----DSN-","ὅς"],
["18:6","ἐκέρασεν","V- 3AAI-S--","κεράννυμι"],
["18:6","κεράσατε","V- 2AAD-P--","κεράννυμι"],
["18:6","αὐτῇ","RP ----DSF-","αὐτός"],
["18:6","διπλοῦν·","A- ----ASN-","διπλοῦς"],
["18:7","ὅσα","RR ----APN-","ὅσος"],
["18:7","ἐδόξασεν","V- 3AAI-S--","δοξάζω"],
["18:7","αὑτὴν","RP ----ASF-","ἑαυτοῦ"],
["18:7","καὶ","C- --------","καί"],
["18:7","ἐστρηνίασεν,","V- 3AAI-S--","στρηνιάω"],
["18:7","τοσοῦτον","RD ----ASM-","τοσοῦτος"],
["18:7","δότε","V- 2AAD-P--","δίδωμι"],
["18:7","αὐτῇ","RP ----DSF-","αὐτός"],
["18:7","βασανισμὸν","N- ----ASM-","βασανισμός"],
["18:7","καὶ","C- --------","καί"],
["18:7","πένθος.","N- ----ASN-","πένθος"],
["18:7","ὅτι","C- --------","ὅτι"],
["18:7","ἐν","P- --------","ἐν"],
["18:7","τῇ","RA ----DSF-","ὁ"],
["18:7","καρδίᾳ","N- ----DSF-","καρδία"],
["18:7","αὐτῆς","RP ----GSF-","αὐτός"],
["18:7","λέγει","V- 3PAI-S--","λέγω"],
["18:7","ὅτι","C- --------","ὅτι"],
["18:7","Κάθημαι","V- 1PMI-S--","κάθημαι"],
["18:7","βασίλισσα,","N- ----NSF-","βασίλισσα"],
["18:7","καὶ","C- --------","καί"],
["18:7","χήρα","A- ----NSF-","χήρα"],
["18:7","οὐκ","D- --------","οὐ"],
["18:7","εἰμί,","V- 1PAI-S--","εἰμί"],
["18:7","καὶ","C- --------","καί"],
["18:7","πένθος","N- ----ASN-","πένθος"],
["18:7","οὐ","D- --------","οὐ"],
["18:7","μὴ","D- --------","μή"],
["18:7","ἴδω.","V- 1AAS-S--","ὁράω"],
["18:8","διὰ","P- --------","διά"],
["18:8","τοῦτο","RD ----ASN-","οὗτος"],
["18:8","ἐν","P- --------","ἐν"],
["18:8","μιᾷ","A- ----DSF-","εἷς"],
["18:8","ἡμέρᾳ","N- ----DSF-","ἡμέρα"],
["18:8","ἥξουσιν","V- 3FAI-P--","ἥκω"],
["18:8","αἱ","RA ----NPF-","ὁ"],
["18:8","πληγαὶ","N- ----NPF-","πληγή"],
["18:8","αὐτῆς,","RP ----GSF-","αὐτός"],
["18:8","θάνατος","N- ----NSM-","θάνατος"],
["18:8","καὶ","C- --------","καί"],
["18:8","πένθος","N- ----NSN-","πένθος"],
["18:8","καὶ","C- --------","καί"],
["18:8","λιμός,","N- ----NSM-","λιμός"],
["18:8","καὶ","C- --------","καί"],
["18:8","ἐν","P- --------","ἐν"],
["18:8","πυρὶ","N- ----DSN-","πῦρ"],
["18:8","κατακαυθήσεται·","V- 3FPI-S--","κατακαίω"],
["18:8","ὅτι","C- --------","ὅτι"],
["18:8","ἰσχυρὸς","A- ----NSM-","ἰσχυρός"],
["18:8","κύριος","N- ----NSM-","κύριος"],
["18:8","ὁ","RA ----NSM-","ὁ"],
["18:8","θεὸς","N- ----NSM-","θεός"],
["18:8","ὁ","RA ----NSM-","ὁ"],
["18:8","κρίνας","V- -AAPNSM-","κρίνω"],
["18:8","αὐτήν.","RP ----ASF-","αὐτός"],
["18:9","Καὶ","C- --------","καί"],
["18:9","κλαύσουσιν","V- 3FAI-P--","κλαίω"],
["18:9","καὶ","C- --------","καί"],
["18:9","κόψονται","V- 3FMI-P--","κόπτω"],
["18:9","ἐπ’","P- --------","ἐπί"],
["18:9","αὐτὴν","RP ----ASF-","αὐτός"],
["18:9","οἱ","RA ----NPM-","ὁ"],
["18:9","βασιλεῖς","N- ----NPM-","βασιλεύς"],
["18:9","τῆς","RA ----GSF-","ὁ"],
["18:9","γῆς","N- ----GSF-","γῆ"],
["18:9","οἱ","RA ----NPM-","ὁ"],
["18:9","μετ’","P- --------","μετά"],
["18:9","αὐτῆς","RP ----GSF-","αὐτός"],
["18:9","πορνεύσαντες","V- -AAPNPM-","πορνεύω"],
["18:9","καὶ","C- --------","καί"],
["18:9","στρηνιάσαντες,","V- -AAPNPM-","στρηνιάω"],
["18:9","ὅταν","C- --------","ὅταν"],
["18:9","βλέπωσιν","V- 3PAS-P--","βλέπω"],
["18:9","τὸν","RA ----ASM-","ὁ"],
["18:9","καπνὸν","N- ----ASM-","καπνός"],
["18:9","τῆς","RA ----GSF-","ὁ"],
["18:9","πυρώσεως","N- ----GSF-","πύρωσις"],
["18:9","αὐτῆς,","RP ----GSF-","αὐτός"],
["18:10","ἀπὸ","P- --------","ἀπό"],
["18:10","μακρόθεν","D- --------","μακρόθεν"],
["18:10","ἑστηκότες","V- -XAPNPM-","ἵστημι"],
["18:10","διὰ","P- --------","διά"],
["18:10","τὸν","RA ----ASM-","ὁ"],
["18:10","φόβον","N- ----ASM-","φόβος"],
["18:10","τοῦ","RA ----GSM-","ὁ"],
["18:10","βασανισμοῦ","N- ----GSM-","βασανισμός"],
["18:10","αὐτῆς","RP ----GSF-","αὐτός"],
["18:10","λέγοντες·","V- -PAPNPM-","λέγω"],
["18:10","Οὐαὶ","X- --------","οὐαί"],
["18:10","οὐαί,","I- --------","οὐαί"],
["18:10","ἡ","RA ----VSF-","ὁ"],
["18:10","πόλις","N- ----VSF-","πόλις"],
["18:10","ἡ","RA ----VSF-","ὁ"],
["18:10","μεγάλη,","A- ----VSF-","μέγας"],
["18:10","Βαβυλὼν","N- ----VSF-","Βαβυλών"],
["18:10","ἡ","RA ----VSF-","ὁ"],
["18:10","πόλις","N- ----VSF-","πόλις"],
["18:10","ἡ","RA ----VSF-","ὁ"],
["18:10","ἰσχυρά,","A- ----VSF-","ἰσχυρός"],
["18:10","ὅτι","C- --------","ὅτι"],
["18:10","μιᾷ","A- ----DSF-","εἷς"],
["18:10","ὥρᾳ","N- ----DSF-","ὥρα"],
["18:10","ἦλθεν","V- 3AAI-S--","ἔρχομαι"],
["18:10","ἡ","RA ----NSF-","ὁ"],
["18:10","κρίσις","N- ----NSF-","κρίσις"],
["18:10","σου.","RP ----GS--","σύ"],
["18:11","Καὶ","C- --------","καί"],
["18:11","οἱ","RA ----NPM-","ὁ"],
["18:11","ἔμποροι","N- ----NPM-","ἔμπορος"],
["18:11","τῆς","RA ----GSF-","ὁ"],
["18:11","γῆς","N- ----GSF-","γῆ"],
["18:11","⸂κλαίουσιν","V- 3PAI-P--","κλαίω"],
["18:11","καὶ","C- --------","καί"],
["18:11","πενθοῦσιν⸃","V- 3PAI-P--","πενθέω"],
["18:11","ἐπ’","P- --------","ἐπί"],
["18:11","⸀αὐτήν,","RP ----ASF-","αὐτός"],
["18:11","ὅτι","C- --------","ὅτι"],
["18:11","τὸν","RA ----ASM-","ὁ"],
["18:11","γόμον","N- ----ASM-","γόμος"],
["18:11","αὐτῶν","RP ----GPM-","αὐτός"],
["18:11","οὐδεὶς","A- ----NSM-","οὐδείς"],
["18:11","ἀγοράζει","V- 3PAI-S--","ἀγοράζω"],
["18:11","οὐκέτι,","D- --------","οὐκέτι"],
["18:12","γόμον","N- ----ASM-","γόμος"],
["18:12","χρυσοῦ","N- ----GSM-","χρυσός"],
["18:12","καὶ","C- --------","καί"],
["18:12","ἀργύρου","N- ----GSM-","ἄργυρος"],
["18:12","καὶ","C- --------","καί"],
["18:12","λίθου","N- ----GSM-","λίθος"],
["18:12","τιμίου","A- ----GSM-","τίμιος"],
["18:12","καὶ","C- --------","καί"],
["18:12","⸀μαργαριτῶν","N- ----GPM-","μαργαρίτης"],
["18:12","καὶ","C- --------","καί"],
["18:12","βυσσίνου","A- ----GSN-","βύσσινος"],
["18:12","καὶ","C- --------","καί"],
["18:12","⸀πορφύρας","N- ----GSF-","πορφύρα"],
["18:12","καὶ","C- --------","καί"],
["18:12","σιρικοῦ","A- ----GSN-","σιρικός"],
["18:12","καὶ","C- --------","καί"],
["18:12","κοκκίνου,","A- ----GSN-","κόκκινος"],
["18:12","καὶ","C- --------","καί"],
["18:12","πᾶν","A- ----ASN-","πᾶς"],
["18:12","ξύλον","N- ----ASN-","ξύλον"],
["18:12","θύϊνον","A- ----ASN-","θύϊνος"],
["18:12","καὶ","C- --------","καί"],
["18:12","πᾶν","A- ----ASN-","πᾶς"],
["18:12","σκεῦος","N- ----ASN-","σκεῦος"],
["18:12","ἐλεφάντινον","A- ----ASN-","ἐλεφάντινος"],
["18:12","καὶ","C- --------","καί"],
["18:12","πᾶν","A- ----ASN-","πᾶς"],
["18:12","σκεῦος","N- ----ASN-","σκεῦος"],
["18:12","ἐκ","P- --------","ἐκ"],
["18:12","ξύλου","N- ----GSN-","ξύλον"],
["18:12","τιμιωτάτου","A- ----GSNS","τίμιος"],
["18:12","καὶ","C- --------","καί"],
["18:12","χαλκοῦ","N- ----GSM-","χαλκός"],
["18:12","καὶ","C- --------","καί"],
["18:12","σιδήρου","N- ----GSM-","σίδηρος"],
["18:12","καὶ","C- --------","καί"],
["18:12","μαρμάρου,","N- ----GSM-","μάρμαρος"],
["18:13","καὶ","C- --------","καί"],
["18:13","κιννάμωμον","N- ----ASN-","κιννάμωμον"],
["18:13","⸂καὶ","C- --------","καί"],
["18:13","ἄμωμον⸃","N- ----ASN-","ἄμωμον"],
["18:13","καὶ","C- --------","καί"],
["18:13","θυμιάματα","N- ----APN-","θυμίαμα"],
["18:13","καὶ","C- --------","καί"],
["18:13","μύρον","N- ----ASN-","μύρον"],
["18:13","καὶ","C- --------","καί"],
["18:13","λίβανον","N- ----ASM-","λίβανος"],
["18:13","καὶ","C- --------","καί"],
["18:13","οἶνον","N- ----ASM-","οἶνος"],
["18:13","καὶ","C- --------","καί"],
["18:13","ἔλαιον","N- ----ASN-","ἔλαιον"],
["18:13","καὶ","C- --------","καί"],
["18:13","σεμίδαλιν","N- ----ASF-","σεμίδαλις"],
["18:13","καὶ","C- --------","καί"],
["18:13","σῖτον","N- ----ASM-","σῖτος"],
["18:13","καὶ","C- --------","καί"],
["18:13","⸂κτήνη","N- ----APN-","κτῆνος"],
["18:13","καὶ","C- --------","καί"],
["18:13","πρόβατα⸃,","N- ----APN-","πρόβατον"],
["18:13","καὶ","C- --------","καί"],
["18:13","ἵππων","N- ----GPM-","ἵππος"],
["18:13","καὶ","C- --------","καί"],
["18:13","ῥεδῶν","N- ----GPF-","ῥέδη"],
["18:13","καὶ","C- --------","καί"],
["18:13","σωμάτων,","N- ----GPN-","σῶμα"],
["18:13","καὶ","C- --------","καί"],
["18:13","ψυχὰς","N- ----APF-","ψυχή"],
["18:13","ἀνθρώπων.","N- ----GPM-","ἄνθρωπος"],
["18:14","καὶ","C- --------","καί"],
["18:14","ἡ","RA ----NSF-","ὁ"],
["18:14","ὀπώρα","N- ----NSF-","ὀπώρα"],
["18:14","⸂σου","RP ----GS--","σύ"],
["18:14","τῆς","RA ----GSF-","ὁ"],
["18:14","ἐπιθυμίας","N- ----GSF-","ἐπιθυμία"],
["18:14","τῆς","RA ----GSF-","ὁ"],
["18:14","ψυχῆς⸃","N- ----GSF-","ψυχή"],
["18:14","ἀπῆλθεν","V- 3AAI-S--","ἀπέρχομαι"],
["18:14","ἀπὸ","P- --------","ἀπό"],
["18:14","σοῦ,","RP ----GS--","σύ"],
["18:14","καὶ","C- --------","καί"],
["18:14","πάντα","A- ----NPN-","πᾶς"],
["18:14","τὰ","RA ----NPN-","ὁ"],
["18:14","λιπαρὰ","A- ----NPN-","λιπαρός"],
["18:14","καὶ","C- --------","καί"],
["18:14","τὰ","RA ----NPN-","ὁ"],
["18:14","λαμπρὰ","A- ----NPN-","λαμπρός"],
["18:14","ἀπώλετο","V- 3AMI-S--","ἀπόλλυμι"],
["18:14","ἀπὸ","P- --------","ἀπό"],
["18:14","σοῦ,","RP ----GS--","σύ"],
["18:14","καὶ","C- --------","καί"],
["18:14","⸀οὐκέτι","D- --------","οὐκέτι"],
["18:14","⸂οὐ","D- --------","οὐ"],
["18:14","μὴ","D- --------","μή"],
["18:14","αὐτὰ","RP ----APN-","αὐτός"],
["18:14","εὑρήσουσιν⸃.","V- 3FAI-P--","εὑρίσκω"],
["18:15","οἱ","RA ----NPM-","ὁ"],
["18:15","ἔμποροι","N- ----NPM-","ἔμπορος"],
["18:15","τούτων,","RD ----GPN-","οὗτος"],
["18:15","οἱ","RA ----NPM-","ὁ"],
["18:15","πλουτήσαντες","V- -AAPNPM-","πλουτέω"],
["18:15","ἀπ’","P- --------","ἀπό"],
["18:15","αὐτῆς,","RP ----GSF-","αὐτός"],
["18:15","ἀπὸ","P- --------","ἀπό"],
["18:15","μακρόθεν","D- --------","μακρόθεν"],
["18:15","στήσονται","V- 3FMI-P--","ἵστημι"],
["18:15","διὰ","P- --------","διά"],
["18:15","τὸν","RA ----ASM-","ὁ"],
["18:15","φόβον","N- ----ASM-","φόβος"],
["18:15","τοῦ","RA ----GSM-","ὁ"],
["18:15","βασανισμοῦ","N- ----GSM-","βασανισμός"],
["18:15","αὐτῆς","RP ----GSF-","αὐτός"],
["18:15","κλαίοντες","V- -PAPNPM-","κλαίω"],
["18:15","καὶ","C- --------","καί"],
["18:15","πενθοῦντες,","V- -PAPNPM-","πενθέω"],
["18:16","⸀λέγοντες·","V- -PAPNPM-","λέγω"],
["18:16","Οὐαὶ","X- --------","οὐαί"],
["18:16","οὐαί,","I- --------","οὐαί"],
["18:16","ἡ","RA ----VSF-","ὁ"],
["18:16","πόλις","N- ----VSF-","πόλις"],
["18:16","ἡ","RA ----VSF-","ὁ"],
["18:16","μεγάλη,","A- ----VSF-","μέγας"],
["18:16","ἡ","RA ----VSF-","ὁ"],
["18:16","περιβεβλημένη","V- -XMPVSF-","περιβάλλω"],
["18:16","βύσσινον","A- ----ASN-","βύσσινος"],
["18:16","καὶ","C- --------","καί"],
["18:16","πορφυροῦν","A- ----ASN-","πορφυροῦς"],
["18:16","καὶ","C- --------","καί"],
["18:16","κόκκινον","A- ----ASN-","κόκκινος"],
["18:16","καὶ","C- --------","καί"],
["18:16","⸀κεχρυσωμένη","V- -XPPVSF-","χρυσόω"],
["18:16","χρυσίῳ","N- ----DSN-","χρυσίον"],
["18:16","καὶ","C- --------","καί"],
["18:16","λίθῳ","N- ----DSM-","λίθος"],
["18:16","τιμίῳ","A- ----DSM-","τίμιος"],
["18:16","καὶ","C- --------","καί"],
["18:16","⸀μαργαρίτῃ,","N- ----DSM-","μαργαρίτης"],
["18:17","ὅτι","C- --------","ὅτι"],
["18:17","μιᾷ","A- ----DSF-","εἷς"],
["18:17","ὥρᾳ","N- ----DSF-","ὥρα"],
["18:17","ἠρημώθη","V- 3API-S--","ἐρημόομαι"],
["18:17","ὁ","RA ----NSM-","ὁ"],
["18:17","τοσοῦτος","RD ----NSM-","τοσοῦτος"],
["18:17","πλοῦτος.","N- ----NSM-","πλοῦτος"],
["18:17","Καὶ","C- --------","καί"],
["18:17","πᾶς","A- ----NSM-","πᾶς"],
["18:17","κυβερνήτης","N- ----NSM-","κυβερνήτης"],
["18:17","καὶ","C- --------","καί"],
["18:17","πᾶς","A- ----NSM-","πᾶς"],
["18:17","ὁ","RA ----NSM-","ὁ"],
["18:17","ἐπὶ","P- --------","ἐπί"],
["18:17","τόπον","N- ----ASM-","τόπος"],
["18:17","πλέων,","V- -PAPNSM-","πλέω"],
["18:17","καὶ","C- --------","καί"],
["18:17","ναῦται","N- ----NPM-","ναύτης"],
["18:17","καὶ","C- --------","καί"],
["18:17","ὅσοι","RR ----NPM-","ὅσος"],
["18:17","τὴν","RA ----ASF-","ὁ"],
["18:17","θάλασσαν","N- ----ASF-","θάλασσα"],
["18:17","ἐργάζονται,","V- 3PMI-P--","ἐργάζομαι"],
["18:17","ἀπὸ","P- --------","ἀπό"],
["18:17","μακρόθεν","D- --------","μακρόθεν"],
["18:17","ἔστησαν","V- 3AAI-P--","ἵστημι"],
["18:18","καὶ","C- --------","καί"],
["18:18","⸀ἔκραξαν","V- 3AAI-P--","κράζω"],
["18:18","βλέποντες","V- -PAPNPM-","βλέπω"],
["18:18","τὸν","RA ----ASM-","ὁ"],
["18:18","καπνὸν","N- ----ASM-","καπνός"],
["18:18","τῆς","RA ----GSF-","ὁ"],
["18:18","πυρώσεως","N- ----GSF-","πύρωσις"],
["18:18","αὐτῆς","RP ----GSF-","αὐτός"],
["18:18","λέγοντες·","V- -PAPNPM-","λέγω"],
["18:18","Τίς","RI ----NSF-","τίς"],
["18:18","ὁμοία","A- ----NSF-","ὅμοιος"],
["18:18","τῇ","RA ----DSF-","ὁ"],
["18:18","πόλει","N- ----DSF-","πόλις"],
["18:18","τῇ","RA ----DSF-","ὁ"],
["18:18","μεγάλῃ;","A- ----DSF-","μέγας"],
["18:19","καὶ","C- --------","καί"],
["18:19","ἔβαλον","V- 3AAI-P--","βάλλω"],
["18:19","χοῦν","N- ----ASM-","χοῦς"],
["18:19","ἐπὶ","P- --------","ἐπί"],
["18:19","τὰς","RA ----APF-","ὁ"],
["18:19","κεφαλὰς","N- ----APF-","κεφαλή"],
["18:19","αὐτῶν","RP ----GPM-","αὐτός"],
["18:19","καὶ","C- --------","καί"],
["18:19","⸀ἔκραξαν","V- 3AAI-P--","κράζω"],
["18:19","κλαίοντες","V- -PAPNPM-","κλαίω"],
["18:19","καὶ","C- --------","καί"],
["18:19","⸀πενθοῦντες","V- -PAPNPM-","πενθέω"],
["18:19","λέγοντες·","V- -PAPNPM-","λέγω"],
["18:19","Οὐαὶ","X- --------","οὐαί"],
["18:19","οὐαί,","I- --------","οὐαί"],
["18:19","ἡ","RA ----NSF-","ὁ"],
["18:19","πόλις","N- ----NSF-","πόλις"],
["18:19","ἡ","RA ----NSF-","ὁ"],
["18:19","μεγάλη,","A- ----NSF-","μέγας"],
["18:19","ἐν","P- --------","ἐν"],
["18:19","ᾗ","RR ----DSF-","ὅς"],
["18:19","ἐπλούτησαν","V- 3AAI-P--","πλουτέω"],
["18:19","πάντες","A- ----NPM-","πᾶς"],
["18:19","οἱ","RA ----NPM-","ὁ"],
["18:19","ἔχοντες","V- -PAPNPM-","ἔχω"],
["18:19","τὰ","RA ----APN-","ὁ"],
["18:19","πλοῖα","N- ----APN-","πλοῖον"],
["18:19","ἐν","P- --------","ἐν"],
["18:19","τῇ","RA ----DSF-","ὁ"],
["18:19","θαλάσσῃ","N- ----DSF-","θάλασσα"],
["18:19","ἐκ","P- --------","ἐκ"],
["18:19","τῆς","RA ----GSF-","ὁ"],
["18:19","τιμιότητος","N- ----GSF-","τιμιότης"],
["18:19","αὐτῆς,","RP ----GSF-","αὐτός"],
["18:19","ὅτι","C- --------","ὅτι"],
["18:19","μιᾷ","A- ----DSF-","εἷς"],
["18:19","ὥρᾳ","N- ----DSF-","ὥρα"],
["18:19","ἠρημώθη.","V- 3API-S--","ἐρημόομαι"],
["18:20","Εὐφραίνου","V- 2PPD-S--","εὐφραίνω"],
["18:20","ἐπ’","P- --------","ἐπί"],
["18:20","αὐτῇ,","RP ----DSF-","αὐτός"],
["18:20","οὐρανέ,","N- ----VSM-","οὐρανός"],
["18:20","καὶ","C- --------","καί"],
["18:20","οἱ","RA ----VPM-","ὁ"],
["18:20","ἅγιοι","A- ----VPM-","ἅγιος"],
["18:20","καὶ","C- --------","καί"],
["18:20","οἱ","RA ----VPM-","ὁ"],
["18:20","ἀπόστολοι","N- ----VPM-","ἀπόστολος"],
["18:20","καὶ","C- --------","καί"],
["18:20","οἱ","RA ----VPM-","ὁ"],
["18:20","προφῆται,","N- ----VPM-","προφήτης"],
["18:20","ὅτι","C- --------","ὅτι"],
["18:20","ἔκρινεν","V- 3AAI-S--","κρίνω"],
["18:20","ὁ","RA ----NSM-","ὁ"],
["18:20","θεὸς","N- ----NSM-","θεός"],
["18:20","τὸ","RA ----ASN-","ὁ"],
["18:20","κρίμα","N- ----ASN-","κρίμα"],
["18:20","ὑμῶν","RP ----GP--","σύ"],
["18:20","ἐξ","P- --------","ἐκ"],
["18:20","αὐτῆς.","RP ----GSF-","αὐτός"],
["18:21","Καὶ","C- --------","καί"],
["18:21","ἦρεν","V- 3AAI-S--","αἴρω"],
["18:21","εἷς","A- ----NSM-","εἷς"],
["18:21","ἄγγελος","N- ----NSM-","ἄγγελος"],
["18:21","ἰσχυρὸς","A- ----NSM-","ἰσχυρός"],
["18:21","λίθον","N- ----ASM-","λίθος"],
["18:21","ὡς","C- --------","ὡς"],
["18:21","⸀μύλινον","A- ----ASM-","μύλινος"],
["18:21","μέγαν,","A- ----ASM-","μέγας"],
["18:21","καὶ","C- --------","καί"],
["18:21","ἔβαλεν","V- 3AAI-S--","βάλλω"],
["18:21","εἰς","P- --------","εἰς"],
["18:21","τὴν","RA ----ASF-","ὁ"],
["18:21","θάλασσαν","N- ----ASF-","θάλασσα"],
["18:21","λέγων·","V- -PAPNSM-","λέγω"],
["18:21","Οὕτως","D- --------","οὕτω(ς)"],
["18:21","ὁρμήματι","N- ----DSN-","ὅρμημα"],
["18:21","βληθήσεται","V- 3FPI-S--","βάλλω"],
["18:21","Βαβυλὼν","N- ----NSF-","Βαβυλών"],
["18:21","ἡ","RA ----NSF-","ὁ"],
["18:21","μεγάλη","A- ----NSF-","μέγας"],
["18:21","πόλις,","N- ----NSF-","πόλις"],
["18:21","καὶ","C- --------","καί"],
["18:21","οὐ","D- --------","οὐ"],
["18:21","μὴ","D- --------","μή"],
["18:21","εὑρεθῇ","V- 3APS-S--","εὑρίσκω"],
["18:21","ἔτι.","D- --------","ἔτι"],
["18:22","καὶ","C- --------","καί"],
["18:22","φωνὴ","N- ----NSF-","φωνή"],
["18:22","κιθαρῳδῶν","N- ----GPM-","κιθαρῳδός"],
["18:22","καὶ","C- --------","καί"],
["18:22","μουσικῶν","A- ----GPM-","μουσικός"],
["18:22","καὶ","C- --------","καί"],
["18:22","αὐλητῶν","N- ----GPM-","αὐλητής"],
["18:22","καὶ","C- --------","καί"],
["18:22","σαλπιστῶν","N- ----GPM-","σαλπιστής"],
["18:22","οὐ","D- --------","οὐ"],
["18:22","μὴ","D- --------","μή"],
["18:22","ἀκουσθῇ","V- 3APS-S--","ἀκούω"],
["18:22","ἐν","P- --------","ἐν"],
["18:22","σοὶ","RP ----DS--","σύ"],
["18:22","ἔτι,","D- --------","ἔτι"],
["18:22","καὶ","C- --------","καί"],
["18:22","πᾶς","A- ----NSM-","πᾶς"],
["18:22","τεχνίτης","N- ----NSM-","τεχνίτης"],
["18:22","πάσης","A- ----GSF-","πᾶς"],
["18:22","τέχνης","N- ----GSF-","τέχνη"],
["18:22","οὐ","D- --------","οὐ"],
["18:22","μὴ","D- --------","μή"],
["18:22","εὑρεθῇ","V- 3APS-S--","εὑρίσκω"],
["18:22","ἐν","P- --------","ἐν"],
["18:22","σοὶ","RP ----DS--","σύ"],
["18:22","ἔτι,","D- --------","ἔτι"],
["18:22","καὶ","C- --------","καί"],
["18:22","φωνὴ","N- ----NSF-","φωνή"],
["18:22","μύλου","N- ----GSM-","μύλος"],
["18:22","οὐ","D- --------","οὐ"],
["18:22","μὴ","D- --------","μή"],
["18:22","ἀκουσθῇ","V- 3APS-S--","ἀκούω"],
["18:22","ἐν","P- --------","ἐν"],
["18:22","σοὶ","RP ----DS--","σύ"],
["18:22","ἔτι,","D- --------","ἔτι"],
["18:23","καὶ","C- --------","καί"],
["18:23","φῶς","N- ----NSN-","φῶς"],
["18:23","λύχνου","N- ----GSM-","λύχνος"],
["18:23","οὐ","D- --------","οὐ"],
["18:23","μὴ","D- --------","μή"],
["18:23","φάνῃ","V- 3AAS-S--","φαίνω"],
["18:23","ἐν","P- --------","ἐν"],
["18:23","σοὶ","RP ----DS--","σύ"],
["18:23","ἔτι,","D- --------","ἔτι"],
["18:23","καὶ","C- --------","καί"],
["18:23","φωνὴ","N- ----NSF-","φωνή"],
["18:23","νυμφίου","N- ----GSM-","νυμφίος"],
["18:23","καὶ","C- --------","καί"],
["18:23","νύμφης","N- ----GSF-","νύμφη"],
["18:23","οὐ","D- --------","οὐ"],
["18:23","μὴ","D- --------","μή"],
["18:23","ἀκουσθῇ","V- 3APS-S--","ἀκούω"],
["18:23","ἐν","P- --------","ἐν"],
["18:23","σοὶ","RP ----DS--","σύ"],
["18:23","ἔτι·","D- --------","ἔτι"],
["18:23","ὅτι","C- --------","ὅτι"],
["18:23","οἱ","RA ----NPM-","ὁ"],
["18:23","ἔμποροί","N- ----NPM-","ἔμπορος"],
["18:23","σου","RP ----GS--","σύ"],
["18:23","ἦσαν","V- 3IAI-P--","εἰμί"],
["18:23","οἱ","RA ----NPM-","ὁ"],
["18:23","μεγιστᾶνες","N- ----NPM-","μεγιστάν"],
["18:23","τῆς","RA ----GSF-","ὁ"],
["18:23","γῆς,","N- ----GSF-","γῆ"],
["18:23","ὅτι","C- --------","ὅτι"],
["18:23","ἐν","P- --------","ἐν"],
["18:23","τῇ","RA ----DSF-","ὁ"],
